,median_graduate_income,median_parent_income
1245,39400.0,52600
1246,39400.0,52600
1247,39400.0,52600
1248,39400.0,52600
1249,39400.0,52600
1250,39400.0,52600
1251,39400.0,52600
1252,39400.0,52600
1253,39400.0,52600
1254,39400.0,52600
1255,39400.0,52600
1256,39400.0,52600
1257,39400.0,52600
1258,39400.0,52600
1259,39400.0,52600
1260,39400.0,52600
1261,39400.0,52600
1262,39400.0,52600
1263,39400.0,52600
1264,39400.0,52600
1265,39400.0,52600
1266,39400.0,52600
1267,39400.0,52600
1268,39400.0,52600
1269,39400.0,52600
1270,39400.0,52600
1271,39400.0,52600
1272,39400.0,52600
1273,39400.0,52600
1274,39400.0,52600
1275,39400.0,52600
1276,39400.0,52600
1277,39400.0,52600
1278,39400.0,52600
1279,39400.0,52600
1280,39400.0,52600
1281,39400.0,52600
1282,39400.0,52600
1283,39400.0,52600
1284,39400.0,52600
1285,39400.0,52600
1286,39400.0,52600
1287,39400.0,52600
1288,39400.0,52600
1289,39400.0,52600
1290,39400.0,52600
1291,39400.0,52600
1292,39400.0,52600
1293,39400.0,52600
1294,39400.0,52600
1295,39400.0,52600
1296,39400.0,52600
1297,39400.0,52600
1298,39400.0,52600
1299,39400.0,52600
1300,39400.0,52600
1301,39400.0,52600
1302,39400.0,52600
1303,39400.0,52600
1304,39400.0,52600
1305,39400.0,52600
1306,39400.0,52600
1307,39400.0,52600
1308,39400.0,52600
1309,39400.0,52600
1310,39400.0,52600
1311,39400.0,52600
1312,39400.0,52600
1313,39400.0,52600
1314,39400.0,52600
1315,39400.0,52600
1316,39400.0,52600
1317,39400.0,52600
1318,39400.0,52600
1319,39400.0,52600
1320,39400.0,52600
1321,39400.0,52600
1322,39400.0,52600
1323,39400.0,52600
1324,39400.0,52600
1325,39400.0,52600
1326,39400.0,52600
1327,39400.0,52600
1328,39400.0,52600
1329,39400.0,52600
1330,39400.0,52600
1331,39400.0,52600
1332,39400.0,52600
1333,39400.0,52600
1334,39400.0,52600
1335,39400.0,52600
1336,39400.0,52600
1337,39400.0,52600
1338,39400.0,52600
1339,39400.0,52600
1340,39400.0,52600
1341,39400.0,52600
1342,39400.0,52600
1343,41800.0,52600
1344,41800.0,52600
1345,41800.0,52600
1346,35700.0,71500
1347,30900.0,65800
1348,30900.0,65800
1349,30900.0,65800
1350,28800.0,65800
1351,31000.0,65800
1352,31000.0,65800
1353,30500.0,82800
1354,42800.0,80900
1355,29500.0,58400
1356,34100.0,81500
1357,34100.0,81500
1358,34100.0,81500
1359,34100.0,81500
1360,69100.0,91600
1361,47100.0,107600
1362,30700.0,73800
1363,59100.0,120900
1364,50600.0,92700
1365,25400.0,34300
1366,27800.0,48600
1367,32100.0,59600
1368,30400.0,54000
1369,42700.0,67800
1370,39000.0,82600
1371,40800.0,77100
1372,47700.0,99400
1373,31500.0,99400
1374,42500.0,99400
1375,36200.0,99400
1376,36300.0,99400
1377,34900.0,99400
1378,37900.0,99400
1379,33400.0,42700
1380,33400.0,42700
1381,33400.0,42700
1382,29900.0,49200
1384,23000.0,32900
1385,23000.0,32900
1386,23000.0,32900
1387,23000.0,32900
1388,21800.0,33000
1389,21800.0,33000
1390,21800.0,33000
1391,21800.0,33000
1392,21800.0,33000
1393,21800.0,33000
1394,21800.0,33000
1395,21800.0,33000
1396,21800.0,33000
1397,21800.0,33000
1398,27400.0,51600
1399,27400.0,51600
1400,27400.0,51600
1401,27400.0,51600
1402,29300.0,50400
1403,29300.0,50400
1404,29300.0,50400
1405,29300.0,50400
1406,29300.0,50400
1407,29300.0,50400
1408,29300.0,50400
1409,29300.0,50400
1410,27300.0,64500
1411,27300.0,64500
1412,20200.0,29500
1413,56100.0,97400
1414,36500.0,64400
1415,34000.0,55200
1416,50700.0,92900
1417,33100.0,67100
1418,36900.0,81200
1419,36900.0,81200
1420,23900.0,54600
1421,27500.0,47900
1422,52300.0,117800
1423,30100.0,66000
1424,30100.0,66000
1425,30100.0,66000
1426,30100.0,66000
1427,30100.0,66000
1428,30100.0,66000
1429,30100.0,66000
1430,30100.0,66000
1431,30100.0,66000
1432,30100.0,66000
1433,30100.0,66000
1434,30100.0,66000
1435,30100.0,66000
1436,30100.0,66000
1437,30100.0,66000
1438,31300.0,71300
1439,30500.0,72400
1440,28400.0,63200
1441,30000.0,37100
1442,35800.0,69100
1443,50500.0,85000
1444,32300.0,64200
1445,29100.0,65100
1446,56600.0,134300
1447,23900.0,36700
1448,43800.0,75200
1449,30800.0,59600
1450,31700.0,75400
1451,28800.0,69100
1452,31600.0,56800
1453,26200.0,35800
1454,30600.0,76200
1455,25700.0,61100
1456,45800.0,86800
1457,53800.0,101500
1458,33400.0,79900
1459,29900.0,61400
1460,37900.0,68400
1461,33200.0,68400
1462,33400.0,68400
1463,28800.0,68400
1464,73200.0,142300
1465,38800.0,75100
1466,38800.0,75100
1467,38800.0,75100
1468,38800.0,75100
1469,38800.0,75100
1470,40500.0,55700
1471,36600.0,91100
1472,29800.0,82000
1473,29800.0,82000
1474,29800.0,60200
1475,31200.0,92100
1476,27200.0,49100
1477,42800.0,83000
1478,49200.0,92100
1479,48700.0,139700
1480,30000.0,79600
1481,29000.0,72400
1482,31200.0,98500
1483,31200.0,66500
1484,45600.0,92100
1485,40300.0,66000
1486,28000.0,59900
1487,46100.0,79200
1488,42400.0,97700
1489,31100.0,40500
1490,31100.0,40500
1491,31100.0,40500
1492,31100.0,40500
1493,31100.0,40500
1494,31100.0,40500
1495,31100.0,40500
1496,31100.0,40500
1497,31100.0,40500
1498,31100.0,40500
1499,31100.0,40500
1500,31100.0,40500
1501,31100.0,40500
1502,31100.0,40500
1503,31500.0,71600
1504,42800.0,99900
1505,38000.0,78400
1506,38000.0,78400
1507,38000.0,78400
1508,38000.0,78400
1509,38000.0,78400
1510,38000.0,78400
1511,38000.0,78400
1512,38000.0,78400
1513,34600.0,77900
1514,28700.0,54000
1515,36700.0,82500
1516,48700.0,168400
1517,29800.0,63600
1518,35600.0,63600
1519,33400.0,63600
1520,27700.0,63600
1521,28000.0,63600
1522,80500.0,100100
1523,43800.0,67700
1524,33100.0,60200
1525,23700.0,29800
1526,23700.0,29800
1527,23700.0,29800
1528,23700.0,29800
1529,23700.0,29800
1530,23700.0,29800
1531,23700.0,29800
1532,23700.0,29800
1533,23700.0,29800
1534,29400.0,59900
1535,43500.0,76000
1536,27500.0,54700
1537,51000.0,89900
1538,35400.0,40700
1539,35800.0,75000
1540,34100.0,76400
1541,26600.0,53600
1542,39700.0,99900
1543,41600.0,94100
1544,40400.0,78700
1545,58000.0,101500
1546,49500.0,81300
1547,33800.0,57700
1548,32700.0,55200
1549,68600.0,156700
1550,39600.0,100800
1551,36900.0,56500
1552,36200.0,76700
1553,50900.0,116000
1554,29100.0,63800
1555,24100.0,69800
1556,35800.0,54300
1557,30900.0,59100
1558,37700.0,75500
1559,25900.0,64600
1560,41400.0,84100
1561,42800.0,75400
1562,32200.0,73500
1564,34500.0,73100
1565,28400.0,48500
1566,35700.0,52600
1567,28900.0,64100
1568,31400.0,61100
1569,39500.0,77200
1570,34300.0,72000
1571,34200.0,83300
1572,23600.0,179000
1573,30600.0,69300
1574,27700.0,38800
1575,26700.0,63800
1576,31900.0,80700
1577,34600.0,69000
1578,29500.0,27400
1579,38500.0,109500
1580,43000.0,74300
1581,31300.0,64200
1582,36000.0,83900
1583,55300.0,95100
1584,44100.0,111600
1585,35000.0,72100
1586,33000.0,64800
1587,33000.0,64800
1588,33000.0,64800
1589,33000.0,64800
1590,33000.0,64800
1591,33800.0,64800
1592,33700.0,67200
1593,33700.0,67200
1594,33700.0,67200
1595,33700.0,67200
1596,31600.0,66800
1597,31600.0,66800
1598,31600.0,66800
1599,49600.0,89100
1600,45800.0,92700
1601,35100.0,63300
1602,34200.0,78600
1603,33200.0,83200
1604,33000.0,70000
1605,81900.0,138300
1606,27400.0,45900
1607,38500.0,91600
1608,38700.0,96100
1609,48200.0,85700
1610,46200.0,119100
1611,27400.0,70500
1612,48800.0,93700
1613,34600.0,66000
1614,46000.0,80700
1615,37400.0,73900
1616,30900.0,73800
1617,30900.0,81800
1618,33900.0,75000
1619,33900.0,75000
1620,29600.0,72700
1621,38200.0,69000
1622,39400.0,47200
1623,37100.0,47200
1624,37100.0,47200
1625,37100.0,47200
1626,37100.0,47200
1627,37100.0,47200
1628,37100.0,47200
1629,37100.0,47200
1630,37100.0,47200
1631,37100.0,47200
1632,27600.0,47200
1633,27600.0,47200
1634,27600.0,47200
1635,27600.0,47200
1636,27600.0,47200
1637,27600.0,47200
1638,27600.0,47200
1639,27600.0,47200
1640,27600.0,47200
1641,27600.0,47200
1642,27600.0,47200
1643,27600.0,47200
1644,27600.0,47200
1645,30000.0,35400
1646,27400.0,35400
1647,31400.0,57000
1648,34600.0,47500
1649,41300.0,91100
1650,41300.0,91100
1651,28800.0,49100
1652,55200.0,105500
1653,55200.0,105500
1654,55200.0,105500
1655,39900.0,66800
1656,32300.0,71900
1657,43200.0,106400
1658,26000.0,53700
1659,41500.0,76600
1660,36200.0,75900
1661,28900.0,49900
1662,49000.0,59000
1663,49000.0,59000
1664,49000.0,59000
1665,49000.0,59000
1666,49000.0,59000
1667,49000.0,59000
1668,41500.0,105700
1669,44600.0,94100
1670,30600.0,74000
1671,26400.0,40000
1672,26700.0,41400
1673,32100.0,41400
1674,34900.0,41400
1675,28800.0,41400
1676,31900.0,41400
1677,24800.0,41400
1678,31500.0,41400
1679,32600.0,41400
1680,31300.0,41400
1681,32000.0,71900
1682,34300.0,71900
1683,29700.0,71900
1685,42800.0,84500
1686,35700.0,66500
1687,50100.0,94300
1688,33700.0,94300
1689,31900.0,94300
1690,41500.0,81500
1691,36500.0,81600
1692,30100.0,72200
1693,61300.0,131800
1694,54100.0,98600
1695,68100.0,151200
1696,47100.0,113800
1697,41800.0,71900
1698,28300.0,27700
1699,26500.0,44200
1700,47400.0,101300
1701,31500.0,61100
1702,45700.0,83600
1703,39300.0,149800
1704,68800.0,94100
1705,116000.0,83300
1706,33300.0,48400
1707,36200.0,75500
1708,47600.0,115500
1709,32500.0,93000
1710,36500.0,74800
1711,31600.0,80400
1712,31600.0,80400
1713,31600.0,80400
1714,40900.0,100700
1715,95600.0,85300
1716,41700.0,79000
1717,34700.0,81700
1718,36800.0,79400
1719,40700.0,81400
1720,45600.0,95400
1721,38100.0,78400
1722,38600.0,70300
1723,33000.0,68000
1724,41700.0,80900
1725,45800.0,85300
1726,19100.0,44200
1727,19100.0,44200
1729,16800.0,44200
1730,16800.0,44200
1731,16800.0,44200
1732,16800.0,44200
1733,16800.0,44200
1734,16800.0,44200
1735,16800.0,44200
1736,16800.0,44200
1737,16800.0,44200
1738,16800.0,44200
1739,16800.0,44200
1740,16800.0,44200
1741,16800.0,44200
1742,16800.0,44200
1743,19700.0,44200
1744,19700.0,44200
1745,20500.0,44200
1746,20500.0,44200
1747,20500.0,44200
1748,20500.0,44200
1749,20000.0,44200
1750,16300.0,44200
1751,16300.0,44200
1760,14800.0,44200
1761,14800.0,44200
1762,24800.0,44200
1763,27300.0,44200
1764,27300.0,44200
1765,27300.0,44200
1766,27300.0,44200
1767,23700.0,44200
1768,22300.0,44200
1769,12700.0,44200
1770,19700.0,44200
1771,19700.0,44200
1772,19700.0,44200
1773,18200.0,44200
1774,18200.0,44200
1775,18200.0,44200
1776,14700.0,44200
1777,14700.0,44200
1778,14700.0,44200
1779,14700.0,44200
1780,14700.0,44200
1781,14700.0,44200
1782,14700.0,44200
1783,14700.0,44200
1784,14700.0,44200
1789,30000.0,62400
1790,56900.0,119300
1791,62600.0,124800
1792,31500.0,72900
1793,35600.0,76400
1794,31500.0,68500
1795,21000.0,37700
1796,32700.0,62000
1797,37200.0,81100
1798,37300.0,117100
1799,35900.0,104900
1800,35900.0,104900
1801,41400.0,91100
1802,53600.0,91800
1803,39000.0,84900
1804,47200.0,92900
1805,39600.0,80600
1806,41000.0,76800
1807,36200.0,98300
1808,35800.0,81400
1809,104700.0,141000
1810,86600.0,105300
1811,35100.0,78300
1812,41700.0,87700
1813,25300.0,47400
1814,31600.0,44600
1815,39300.0,68300
1816,49700.0,108100
1817,26700.0,52200
1818,32900.0,95900
1819,45800.0,79900
1820,30000.0,54700
1821,41000.0,78000
1822,33500.0,95300
1823,39300.0,70000
1824,38200.0,75800
1825,39400.0,72100
1826,27900.0,35600
1827,26300.0,51900
1828,27000.0,48400
1829,34900.0,80400
1830,48200.0,90000
1831,39700.0,50700
1832,40300.0,87400
1833,40300.0,87400
1834,39500.0,107700
1835,26000.0,41300
1836,57100.0,109700
1837,45100.0,97100
1838,39300.0,68600
1839,19100.0,38400
1840,19100.0,38400
1841,19100.0,38400
1842,19100.0,38400
1843,31200.0,73900
1844,30800.0,72700
1845,40200.0,87500
1846,31100.0,37000
1847,31600.0,46300
1848,47100.0,118800
1849,47100.0,118800
1850,47100.0,118800
1851,53600.0,120400
1852,66400.0,98700
1853,31100.0,57000
1854,22500.0,38000
1855,33400.0,67700
1856,42900.0,82900
1857,31500.0,62700
1858,38700.0,89100
1859,58200.0,219600
1860,58200.0,219600
1861,35400.0,82500
1862,35300.0,82900
1863,37600.0,78900
1864,38300.0,58600
1865,39900.0,73300
1866,29000.0,61000
1867,20500.0,37700
1868,22500.0,37700
1869,22500.0,37700
1870,22500.0,37700
1871,27100.0,47900
1872,27100.0,47900
1873,27100.0,47900
1874,27100.0,47900
1875,27100.0,47900
1876,27100.0,47900
1877,27100.0,47900
1878,41100.0,70800
1879,24100.0,35800
1880,24100.0,35800
1881,24200.0,39300
1882,24200.0,39300
1883,36600.0,51800
1884,25300.0,41300
1885,25300.0,41300
1886,25300.0,41300
1887,25300.0,41300
1888,25300.0,41300
1889,25300.0,41300
1890,25300.0,41300
1891,25300.0,41300
1892,25300.0,41300
1893,25300.0,41300
1894,25300.0,41300
1895,25300.0,41300
1896,25300.0,41300
1897,25300.0,41300
1898,25300.0,41300
1899,22400.0,41300
1900,22400.0,41300
1901,22400.0,41300
1902,22400.0,41300
1903,22400.0,41300
1904,22400.0,41300
1905,22400.0,41300
1906,23500.0,41300
1907,23500.0,41300
1908,23500.0,41300
1909,23500.0,41300
1910,23500.0,41300
1911,23500.0,41300
1912,23500.0,41300
1913,23500.0,41300
1914,43500.0,93500
1915,39600.0,85900
1916,42900.0,96500
1917,39900.0,79100
1918,48100.0,110600
1919,31100.0,64100
1920,33300.0,89200
1921,71300.0,91700
1922,27100.0,56300
1923,34300.0,77500
1924,35400.0,92900
1925,33500.0,73800
1926,33500.0,73800
1927,33500.0,73800
1928,33500.0,73800
1929,33500.0,73800
1930,33500.0,73800
1931,33500.0,73800
1932,33500.0,73800
1933,33500.0,73800
1934,38100.0,77500
1935,38100.0,77500
1936,34200.0,77500
1937,40600.0,77500
1938,33800.0,77500
1939,33800.0,77500
1940,37500.0,77500
1941,35400.0,77500
1942,36400.0,77500
1943,44900.0,77500
1944,33200.0,77500
1945,40600.0,77500
1946,40000.0,77500
1947,37600.0,77500
1948,37600.0,77500
1949,44200.0,77500
1950,39400.0,77500
1951,39400.0,77500
1952,35400.0,77500
1953,35400.0,77500
1954,44700.0,77500
1955,32500.0,77500
1956,32500.0,77500
1957,33300.0,77500
1958,33300.0,77500
1959,34700.0,77500
1960,32300.0,77500
1961,39100.0,77500
1962,32000.0,77500
1963,36100.0,77500
1964,36100.0,77500
1965,36200.0,77500
1966,36200.0,77500
1967,36200.0,77500
1968,36200.0,77500
1969,38500.0,77500
1970,38100.0,77500
1971,34300.0,77500
1972,28100.0,77500
1973,40400.0,77500
1974,39400.0,77500
1975,41500.0,77500
1976,48200.0,77500
1977,38500.0,77500
1978,37000.0,77500
1979,38000.0,77500
1980,32400.0,77500
1981,41200.0,64400
1982,28900.0,71200
1983,50400.0,85000
1984,38300.0,93400
1985,22100.0,30100
1986,27900.0,56800
1987,40200.0,90700
1988,34100.0,68500
1989,23200.0,28800
1990,35600.0,85100
1991,23900.0,42200
1992,33300.0,63800
1993,39300.0,87900
1994,27100.0,43100
1995,34000.0,63500
1996,34400.0,68300
1997,32000.0,98200
1998,24400.0,64700
1999,39700.0,59000
2000,29600.0,59600
2001,27500.0,45400
2002,30800.0,58300
2003,41500.0,88100
2004,50500.0,110000
2005,30300.0,28200
2006,33000.0,77200
2007,32100.0,84800
2008,34600.0,66000
2009,34600.0,66000
2010,37100.0,56100
2011,43200.0,84500
2012,41700.0,68300
2013,41700.0,68300
2014,27900.0,63200
2015,49600.0,86600
2016,31900.0,66100
2017,40700.0,69000
2018,25900.0,51000
2019,37300.0,85200
2023,31300.0,61500
2024,34600.0,74900
2025,33700.0,87200
2026,51100.0,97100
2027,33100.0,65700
2028,41800.0,81800
2029,43700.0,67100
2030,33300.0,49700
2031,28700.0,64700
2032,20300.0,28800
2033,40800.0,57700
2034,48600.0,108700
2035,33400.0,75000
2036,40400.0,64900
2037,36600.0,67100
2038,40000.0,80800
2039,45300.0,76500
2040,51600.0,91700
2041,52600.0,111700
2042,35000.0,62800
2043,53200.0,48500
2044,53200.0,48500
2045,43600.0,77200
2046,32400.0,71400
2047,24400.0,43000
2048,28800.0,71000
2049,59400.0,150300
2050,34100.0,80500
2051,37100.0,79800
2052,30100.0,77400
2053,28500.0,73400
2054,39600.0,83100
2055,38200.0,76600
2056,37000.0,75000
2057,26100.0,57600
2058,36600.0,81500
2059,30500.0,65400
2060,38400.0,80100
2061,20400.0,39100
2062,24500.0,44400
2063,24500.0,44400
2064,24500.0,44400
2065,25100.0,48900
2066,21600.0,65000
2067,35400.0,75300
2068,30900.0,56000
2069,44300.0,100500
2070,46000.0,88200
2071,44300.0,85200
2073,36400.0,50400
2074,36400.0,50400
2075,37900.0,94400
2076,37600.0,91600
2077,37300.0,73500
2078,42800.0,71400
2079,42700.0,51600
2080,68500.0,84000
2081,36300.0,48500
2082,50000.0,91800
2083,29200.0,50000
2084,39700.0,75600
2085,34600.0,59300
2086,34600.0,59300
2087,34600.0,59300
2088,34600.0,59300
2089,34600.0,59300
2090,31300.0,68000
2091,44500.0,95800
2092,40600.0,33500
2093,55100.0,78500
2094,61900.0,130500
2095,36900.0,80400
2096,44000.0,91400
2097,33600.0,71900
2098,42800.0,92300
2099,37500.0,69800
2100,48300.0,95300
2101,29900.0,63100
2102,35800.0,48000
2103,25600.0,45000
2104,34700.0,52600
2105,32900.0,45600
2106,52500.0,111400
2107,38600.0,63100
2108,47800.0,103700
2109,39600.0,58900
2110,26400.0,60500
2111,28300.0,57900
2112,27900.0,60100
2113,33200.0,79800
2114,34600.0,74000
2115,30500.0,61000
2116,43400.0,63200
2117,48200.0,81900
2118,29400.0,48800
2119,25600.0,42300
2120,34400.0,77100
2121,31000.0,59600
2122,33900.0,62100
2123,43700.0,87200
2124,37800.0,71200
2125,35200.0,72000
2126,32000.0,74900
2127,32000.0,74900
2128,36000.0,69200
2129,27900.0,53200
2130,33900.0,54300
2131,33700.0,64400
2132,29200.0,57200
2133,26500.0,60200
2134,27800.0,51100
2135,35900.0,74500
2136,37900.0,53300
2137,33200.0,61100
2138,30500.0,52800
2139,35800.0,62100
2140,23700.0,42200
2141,67400.0,108300
2142,67400.0,108300
2143,32400.0,70700
2144,45500.0,97700
2145,37500.0,86400
2146,35500.0,81000
2147,30900.0,63000
2148,42000.0,86200
2149,35400.0,65300
2150,33700.0,74600
2151,25200.0,46800
2152,25600.0,56300
2153,32800.0,65900
2154,30000.0,60800
2155,27800.0,62200
2156,43100.0,62900
2157,36500.0,57100
2158,28800.0,51700
2159,40000.0,80900
2160,39600.0,83800
2161,30900.0,69200
2162,41300.0,80400
2163,29600.0,43300
2164,29600.0,43300
2165,38400.0,75300
2166,33900.0,78400
2167,30000.0,69400
2168,36400.0,61400
2169,34300.0,57700
2170,69000.0,168500
2171,48900.0,86000
2172,48900.0,86000
2173,48900.0,86000
2174,33500.0,70200
2175,53700.0,88200
2176,51800.0,81100
2177,45300.0,64000
2178,41300.0,58400
2179,33600.0,60300
2180,30600.0,93400
2181,43100.0,110600
2182,38500.0,75500
2183,40800.0,127100
2184,50600.0,122400
2185,34900.0,81600
2186,35200.0,50900
2187,26000.0,41600
2188,42100.0,98600
2189,41000.0,73700
2190,63500.0,91300
2191,40500.0,90900
2192,40500.0,90900
2193,40500.0,90900
2194,40500.0,90900
2195,40500.0,90900
2196,40500.0,90900
2197,45300.0,103000
2198,38900.0,91100
2199,23700.0,35300
2200,40500.0,91700
2201,38500.0,88100
2202,33200.0,66900
2203,42800.0,101700
2204,36700.0,56900
2205,46500.0,90000
2206,33900.0,64600
2207,35300.0,53900
2208,43700.0,82400
2209,38400.0,66600
2210,40400.0,81400
2211,17100.0,44200
2212,33200.0,75700
2213,32100.0,72800
2214,37600.0,76600
2215,35100.0,80200
2216,27800.0,46000
2217,25800.0,37200
2218,56600.0,76400
2219,49600.0,100600
2220,49600.0,100600
2221,29200.0,41000
2222,25900.0,50100
2223,44900.0,80500
2224,41500.0,64200
2225,41500.0,64200
2226,41500.0,64200
2227,41500.0,64200
2228,41500.0,64200
2229,41500.0,64200
2230,43100.0,88100
2231,41200.0,88300
2232,39500.0,88400
2233,47200.0,86500
2234,39300.0,46000
2235,31100.0,68400
2236,30500.0,61400
2237,28900.0,58800
2238,25800.0,36600
2239,60300.0,68600
2240,49400.0,100900
2241,51700.0,96400
2242,46600.0,92700
2243,28200.0,36800
2244,40600.0,92200
2245,33300.0,61900
2246,34400.0,73500
2247,33500.0,53200
2248,26200.0,53700
2249,45900.0,65300
2250,30900.0,72500
2251,33800.0,44600
2252,29700.0,51100
2253,27700.0,36400
2254,25000.0,48800
2255,23700.0,53900
2256,21200.0,85200
2257,21200.0,85200
2258,21200.0,85200
2259,21200.0,85200
2260,21200.0,85200
2261,21200.0,85200
2262,21200.0,85200
2263,35300.0,76300
2264,27600.0,45700
2265,27600.0,45700
2266,29500.0,73100
2267,30100.0,64900
2268,42600.0,73400
2269,28000.0,55800
2270,50100.0,95400
2271,50100.0,95400
2272,50100.0,95400
2273,50100.0,95400
2274,50100.0,95400
2275,50100.0,95400
2276,50100.0,95400
2277,50100.0,95400
2278,50100.0,95400
2279,50100.0,95400
2280,50100.0,95400
2281,50100.0,95400
2282,50100.0,95400
2283,50100.0,95400
2284,50100.0,95400
2285,50100.0,95400
2286,50100.0,95400
2287,50100.0,95400
2288,50100.0,95400
2289,50100.0,95400
2290,50100.0,95400
2291,50100.0,95400
2292,50100.0,95400
2293,50100.0,95400
2294,28200.0,58200
2295,65500.0,124100
2296,54300.0,82000
2297,37500.0,64600
2298,39200.0,83600
2299,51200.0,99600
2300,24400.0,32000
2301,22400.0,30200
2302,34500.0,75300
2303,36000.0,75300
2304,31900.0,75300
2305,34100.0,75300
2306,34100.0,75300
2307,35600.0,75300
2308,30200.0,75300
2309,39500.0,75300
2310,35600.0,75300
2311,38600.0,75300
2312,33800.0,75300
2313,33800.0,75300
2314,40600.0,81400
2315,26200.0,46200
2316,27000.0,45200
2317,31100.0,70400
2318,36500.0,73500
2319,36500.0,73500
2320,30900.0,61400
2321,28800.0,44500
2322,28800.0,44500
2323,28800.0,44500
2324,28800.0,44500
2325,28800.0,44500
2326,28800.0,44500
2327,28800.0,44500
2328,28800.0,44500
2329,28800.0,44500
2330,28800.0,44500
2331,28800.0,44500
2332,30800.0,45500
2333,25000.0,51200
2334,25000.0,51200
2335,30500.0,52200
2336,27800.0,57700
2337,39400.0,75300
2338,57200.0,72400
2339,34200.0,58900
2340,48700.0,131900
2341,26600.0,77600
2342,26600.0,77600
2343,33800.0,48500
2344,33800.0,48500
2345,33800.0,48500
2346,25200.0,38900
2347,25200.0,38900
2348,25200.0,38900
2349,25200.0,38900
2350,23500.0,29100
2351,41700.0,94200
2352,50900.0,113300
2353,37100.0,79200
2354,31800.0,59500
2355,58100.0,161600
2356,36100.0,72400
2357,44700.0,86900
2358,40900.0,57800
2359,36900.0,62500
2360,39900.0,62500
2361,39900.0,62500
2362,39900.0,62500
2363,39900.0,62500
2364,39900.0,62500
2365,39900.0,62500
2366,39900.0,62500
2367,39900.0,62500
2368,29000.0,60800
2369,35700.0,45500
2370,35900.0,55100
2371,43400.0,96100
2372,43400.0,96100
2373,44500.0,118100
2374,39700.0,65100
2375,74700.0,218100
2376,29300.0,37000
2377,23500.0,37000
2378,23500.0,37000
2379,23500.0,37000
2380,64100.0,139300
2381,27700.0,54400
2382,55100.0,103200
2383,42200.0,99700
2384,37400.0,42200
2385,41800.0,69000
2386,39500.0,84000
2387,26100.0,71400
2388,63300.0,127000
2389,34900.0,73700
2390,43000.0,101700
2391,53200.0,106400
2392,33800.0,63600
2394,49100.0,121700
2395,39700.0,107300
2396,25500.0,59800
2397,29300.0,45700
2398,48400.0,81900
2399,27900.0,59900
2400,37700.0,102200
2401,30700.0,64500
2402,33200.0,54600
2403,42200.0,121900
2404,23200.0,72000
2405,23200.0,72000
2406,23200.0,72000
2407,23200.0,72000
2408,23200.0,72000
2409,23200.0,72000
2410,23200.0,72000
2411,23200.0,72000
2412,23200.0,72000
2413,23200.0,72000
2414,23200.0,72000
2415,23200.0,72000
2416,23200.0,72000
2417,23200.0,72000
2418,23200.0,72000
2419,23200.0,72000
2420,23200.0,72000
2421,23200.0,72000
2422,23200.0,72000
2423,23200.0,72000
2424,23200.0,72000
2425,23200.0,72000
2426,23200.0,72000
2427,23200.0,72000
2428,23200.0,72000
2429,23200.0,72000
2430,23200.0,72000
2431,23200.0,72000
2432,23200.0,72000
2433,23200.0,72000
2434,23200.0,72000
2435,23200.0,72000
2436,23200.0,72000
2437,23200.0,72000
2438,23200.0,72000
2439,23200.0,72000
2440,23200.0,72000
2441,23200.0,72000
2442,23200.0,72000
2443,23200.0,72000
2444,23200.0,72000
2445,23200.0,72000
2446,23200.0,72000
2447,23200.0,72000
2448,23200.0,72000
2449,23200.0,72000
2450,23200.0,72000
2451,23200.0,72000
2452,23200.0,72000
2453,23200.0,72000
2454,23200.0,72000
